uuid,id,league,fullName,firstName,lastName,position,jersey,active,weight,height,age,dateOfBirth,experience_years,birthCity,birthState,birthCountry,debutYear,college,collegeId,college_source,draftYear,draftRound,draftPick,draftTeam,team,profile_processed_ts,is_latest,athlete_id,fumblesForced,fumblesRecovered,fumblesRecoveredYards,fumblesTouchdowns,gamesPlayed,defensiveFumblesTouchdowns,assistTackles,avgInterceptionYards,avgSackYards,avgStuffYards,blockedFieldGoalTouchdowns,blockedPuntTouchdowns,defensiveTouchdowns,hurries,kicksBlocked,longInterception,miscTouchdowns,passesBattedDown,passesDefended,QBHits,twoPtReturns,sacks,sacksAssisted,sacksUnassisted,sackYards,safeties,soloTackles,stuffs,stuffYards,tacklesForLoss,tacklesYardsLost,teamGamesPlayed,totalTackles,yardsAllowed,pointsAllowed,onePtSafetiesMade,missedFieldGoalReturnTd,blockedPuntEzRecTd,interceptions,interceptionTouchdowns,interceptionYards,defensivePoints,fieldGoals,kickExtraPoints,kickExtraPointsMade,miscPoints,passingTouchdowns,receivingTouchdowns,returnTouchdowns,rushingTouchdowns,totalPoints,totalPointsPerGame,totalTouchdowns,totalTwoPointConvs,twoPointPassConvs,twoPointRecConvs,twoPointRushConvs,stats_processed_ts,fumbles,fumblesLost,offensiveTwoPtReturns,offensiveFumblesTouchdowns,avgGain,completionPct,completions,ESPNQBRating,interceptionPct,longPassing,miscYards,netPassingYards,netPassingYardsPerGame,netTotalYards,netYardsPerGame,passingAttempts,passingBigPlays,passingFirstDowns,passingFumbles,passingFumblesLost,passingTouchdownPct,passingYards,passingYardsAfterCatch,passingYardsAtCatch,passingYardsPerGame,QBRating,sackYardsLost,netPassingAttempts,totalOffensivePlays,totalYards,totalYardsFromScrimmage,twoPtPass,twoPtPassAttempts,yardsFromScrimmagePerGame,yardsPerCompletion,yardsPerGame,yardsPerPassAttempt,netYardsPerPassAttempt,quarterbackRating,ESPNRBRating,longRushing,rushingAttempts,rushingBigPlays,rushingFirstDowns,rushingFumbles,rushingFumblesLost,rushingYards,rushingYardsPerGame,stuffYardsLost,twoPtRush,twoPtRushAttempts,yardsPerRushAttempt,ESPNWRRating,longReception,receivingBigPlays,receivingFirstDowns,receivingFumbles,receivingFumblesLost,receivingTargets,receivingYards,receivingYardsAfterCatch,receivingYardsAtCatch,receivingYardsPerGame,receptions,twoPtReception,twoPtReceptionAttempts,yardsPerReception,defFumbleReturns,defFumbleReturnYards,fumbleRecoveries,fumbleRecoveryYards,kickReturnFairCatches,kickReturnFairCatchPct,kickReturnFumbles,kickReturnFumblesLost,kickReturns,kickReturnTouchdowns,kickReturnYards,longKickReturn,longPuntReturn,miscFumbleReturns,miscFumbleReturnYards,oppFumbleRecoveries,oppFumbleRecoveryYards,oppSpecialTeamFumbleReturns,oppSpecialTeamFumbleReturnYards,puntReturnFairCatches,puntReturnFairCatchPct,puntReturnFumbles,puntReturnFumblesLost,puntReturns,puntReturnsStartedInsideThe10,puntReturnsStartedInsideThe20,puntReturnTouchdowns,puntReturnYards,specialTeamFumbleReturns,specialTeamFumbleReturnYards,yardsPerKickReturn,yardsPerPuntReturn,yardsPerReturn,avgKickoffReturnYards,avgKickoffYards,extraPointAttempts,extraPointPct,extraPointsBlocked,extraPointsBlockedPct,extraPointsMade,fairCatches,fairCatchPct,fieldGoalAttempts,fieldGoalAttempts1_19,fieldGoalAttempts20_29,fieldGoalAttempts30_39,fieldGoalAttempts40_49,fieldGoalAttempts50,fieldGoalAttemptYards,fieldGoalPct,fieldGoalsBlocked,fieldGoalsBlockedPct,fieldGoalsMade,fieldGoalsMade1_19,fieldGoalsMade20_29,fieldGoalsMade30_39,fieldGoalsMade40_49,fieldGoalsMade50,fieldGoalsMadeYards,fieldGoalsMissedYards,kickoffOB,kickoffReturns,kickoffReturnTouchdowns,kickoffReturnYards,kickoffs,kickoffYards,longFieldGoalAttempt,longFieldGoalMade,longKickoff,totalKickingPoints,touchbackPct,touchbacks,avgPuntReturnYards,grossAvgPuntYards,longPunt,netAvgPuntYards,punts,puntsBlocked,puntsBlockedPct,puntsInside10,puntsInside10Pct,puntsInside20,puntsInside20Pct,puntsOver50,puntYards,goalsAgainst,avgGoalsAgainst,shotsAgainst,avgShotsAgainst,shootoutSaves,shootoutShotsAgainst,shootoutSavePct,emptyNetGoalsAgainst,shutouts,saves,savePct,overtimeLosses,blockedShots,hits,evenStrengthSaves,powerPlaySaves,shortHandedSaves,games,gameStarted,wins,losses,ties,plusMinus,timeOnIce,timeOnIcePerGame,shifts,production,shotDifferential,goalDifferential,goals,assists,shotsTotal,points,powerPlayGoals,powerPlayAssists,shortHandedGoals,shortHandedAssists,shootoutAttempts,shootoutGoals,shootoutShotPct,shootingPct,totalFaceOffs,faceoffsWon,faceoffsLost,faceoffPercent,gameTyingGoals,gameWinningGoals,penaltyMinutes,blocks,defensiveRebounds,steals,turnoverPoints,defReboundRate,avgDefensiveRebounds,avgBlocks,avgSteals,avg48DefensiveRebounds,avg48Blocks,avg48Steals,disqualifications,flagrantFouls,fouls,PER,reboundRate,ejections,technicalFouls,rebounds,VORP,minutes,avgMinutes,fantasyRating,NBARating,avgRebounds,avgFouls,avgFlagrantFouls,avgTechnicalFouls,avgEjections,avgDisqualifications,assistTurnoverRatio,stealFoulRatio,blockFoulRatio,avgTeamRebounds,totalRebounds,totalTechnicalFouls,teamAssistTurnoverRatio,teamRebounds,stealTurnoverRatio,avg48Rebounds,avg48Fouls,avg48FlagrantFouls,avg48TechnicalFouls,avg48Ejections,avg48Disqualifications,r40,gamesStarted,doubleDouble,tripleDouble,effectiveFGPct,fieldGoalsAttempted,freeThrows,freeThrowPct,freeThrowsAttempted,freeThrowsMade,offensiveRebounds,turnovers,threePointPct,threePointFieldGoalsAttempted,threePointFieldGoalsMade,trueShootingPct,teamTurnovers,totalTurnovers,assistRatio,pointsInPaint,offReboundRate,turnoverRatio,brickIndex,usageRate,fastBreakPoints,possessions,paceFactor,avgFieldGoalsMade,avgFieldGoalsAttempted,avgThreePointFieldGoalsMade,avgThreePointFieldGoalsAttempted,avgFreeThrowsMade,avgFreeThrowsAttempted,avgPoints,avgOffensiveRebounds,avgAssists,avgTurnovers,offensiveReboundPct,estimatedPossessions,avgEstimatedPossessions,pointsPerEstimatedPossessions,avgTeamTurnovers,avgTotalTurnovers,threePointFieldGoalPct,twoPointFieldGoalsMade,twoPointFieldGoalsAttempted,avgTwoPointFieldGoalsMade,avgTwoPointFieldGoalsAttempted,twoPointFieldGoalPct,shootingEfficiency,scoringEfficiency,avg48FieldGoalsMade,avg48FieldGoalsAttempted,avg48ThreePointFieldGoalsMade,avg48ThreePointFieldGoalsAttempted,avg48FreeThrowsMade,avg48FreeThrowsAttempted,avg48Points,avg48OffensiveRebounds,avg48Assists,avg48Turnovers,p40,a40,groundBalls,strikeouts,sacFlies,earnedRuns,battersHit,walks,runs,stolenBases,caughtStealing,sacBunts,saveOpportunities,homeRuns,triples,finishes,balks,intentionalWalks,flyBalls,battersFaced,holds,doubles,completeGames,perfectGames,wildPitches,RBIs,thirdInnings,teamEarnedRuns,pickoffAttempts,pitches,runSupport,catcherInterference,pitchesAsStarter,avgGameScore,qualityStarts,inheritedRunners,inheritedRunnersScored,playerRating,atBats,opponentTotalBases,isQualified,isQualifiedSaves,fullInnings,partInnings,blownSaves,innings,ERA,WHIP,winPct,caughtStealingPct,groundToFlyRatio,pitchesPerStart,pitchesPerInning,pitchesPerPlateAppearance,runSupportAvg,opponentAvg,opponentSlugAvg,opponentOnBasePct,opponentOPS,strikeoutsPerNineInnings,strikeoutToWalkRatio,toughLosses,cheapWins,saveOpportunitiesPerWin,BIPA,pitchCount,strikePitchRatio,WARBR,doublePlays,opportunities,errors,passedBalls,outfieldAssists,pickoffs,putouts,outsOnField,triplePlays,ballsInZone,extraBases,outsMade,totalBases,catcherThirdInningsPlayed,catcherCaughtStealing,catcherStolenBasesAllowed,catcherEarnedRuns,isQualifiedCatcher,isQualifiedPitcher,successfulChances,totalChances,fullInningsPlayed,partInningsPlayed,fieldingPct,rangeFactor,zoneRating,catcherCaughtStealingPct,catcherERA,defWARBR,hitByPitch,sacHits,GIDPs,grandSlamHomeRuns,runnersLeftOnBase,gameWinningRBIs,pinchAtBats,pinchHits,isQualifiedSteals,plateAppearances,projectedHomeRuns,extraBaseHits,runsCreated,avg,pinchAvg,slugAvg,secondaryAvg,onBasePct,OPS,runsCreatedPer27Outs,batterRating,atBatsPerHomeRun,stolenBasePct,isolatedPower,walkToStrikeoutRatio,walksPerPlateAppearance,secondaryAvgMinusBA,runsProduced,runsRatio,patienceRatio,MLBRating,offWARBR
4575369_nfl,4575369,nfl,Jacob Roberts,Jacob,Roberts,LB,,True,233.0,73.0,,,0.0,Charlotte,NC,USA,,Wake Forest,154.0,collegeAthlete,,,,,MIN,2026-01-31T10:09:21.666941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605489_nfl,4605489,nfl,Damien Alford,Damien,Alford,WR,,True,210.0,78.0,,,0.0,Montreal,PQ,Canada,,Utah,254.0,collegeAthlete,,,,,NO,2026-01-31T10:09:21.666941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384852_nfl,4384852,nfl,Dohnte Meyers,Dohnte,Meyers,WR,,True,186.0,71.0,,,0.0,Duluth,GA,USA,,Delta State,2170.0,collegeAthlete,,,,,CIN,2026-01-31T10:09:21.666941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608604_nfl,4608604,nfl,Wyett Ekeler,Wyett,Ekeler,S,,True,210.0,71.0,24.0,2001-03-15T08:00Z,0.0,Windsor,CO,USA,,Wyoming,2751.0,collegeAthlete,,,,,IND,2026-01-31T10:09:21.666941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885625_nfl,4885625,nfl,Rob Carter Jr.,Rob,Carter Jr.,CB,,True,170.0,70.0,,,0.0,Ringgold,VA,USA,,Robert Morris,2523.0,collegeAthlete,,,,,IND,2026-01-31T10:09:21.666941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533_nfl,1533,nfl,Benji Olson,Benji,Olson,OG,75.0,False,320.0,76.0,50.0,1975-06-05T07:00Z,10.0,Bremerton,WA,,1998.0,Washington,264.0,direct,,,,,TEN,2025-10-11T16:21:53.132055,1,1533.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,2025-11-01T21:13:55.580973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14466_nfl,14466,nfl,Isa Abdul-Quddus,Isa,Abdul-Quddus,S,24.0,False,196.0,73.0,36.0,1989-08-03T07:00Z,6.0,Newark,NJ,,2011.0,Fordham,2230.0,collegeAthlete,,,,,MIA,2025-10-11T16:21:53.132055,1,14466.0,6.0,1.0,0.0,0.0,89.0,0.0,69.0,7.0,1.5,1.7,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,172.0,3.0,5.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-01T22:14:06.422225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,34,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,34,37.0,0.0,0.0,1.2,0.0,1.1,0.0,0.0,0.0,34.0,30.0,2.0,1.0,2.0,0.0,0.0,34,1.1,0.0,0.0,0.0,17.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,3,6.0,-3.0,0.1,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13308_nfl,13308,nfl,Phillip Adams,Phillip,Adams,CB,20.0,False,195.0,71.0,37.0,1988-07-20T07:00Z,6.0,Rock Hill,SC,,2010.0,South Carolina State,2569.0,collegeAthlete,2010.0,7.0,224.0,SF,ATL,2025-10-11T16:21:53.132055,1,13308.0,1.0,1.0,26.0,0.0,77.0,0.0,20.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,3.0,6.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-01T22:14:02.337964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,31.48,0.0,0.0,37.0,0.0,0.0,0.0,227,0.0,0.0,0.0,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427563_nfl,4427563,nfl,Micah Abraham,Micah,Abraham,CB,45.0,False,185.0,70.0,24.0,2000-12-11T08:00Z,1.0,Tampa,FL,USA,,Marshall,276.0,collegeAthlete,2024.0,6.0,201.0,IND,DEN,2025-10-11T16:21:53.132055,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035103_nfl,4035103,nfl,DeMarkus Acy,DeMarkus,Acy,CB,30.0,False,195.0,74.0,27.0,1998-04-29T07:00Z,1.0,Dallas,TX,USA,2020.0,Missouri,142.0,collegeAthlete,,,,,PIT,2025-10-11T16:21:53.132055,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
